United States Border Patrol
Total Illegal Alien Apprehensions By Month - FY 2014
Yearly
SECTOR|October|November|December|January|February|March|April|May|June|July|August|September
Total
Livermore*|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A

Miami|131|146|125|228|178|113|151|199|213|134|217|199|2,034

New Orleans|58|48|57|55|90|103|114|88|86|82|72|97|950

Ramey|133|120|48|79|39|79|38|86|133|77|73|53|958

Blaine|16|22|18|29|26|19|36|27|19|28|14|18|272

Buffalo|58|39|52|36|47|87|64|81|54|79|97|47|741

Detroit|48|53|51|34|55|35|40|49|86|66|70|60|647

Grand Forks|59|45|36|42|49|85|65|63|71|81|73|98|767

Havre|18|10|2|5|6|2|1|13|12|3|7|12|91

Houlton|3|4|2|3|3|1|2|13|1|4|8|1|45

Spokane|35|24|15|24|16|31|17|22|19|19|16|31|269

Swanton|44|25|45|30|21|17|31|33|57|69|64|70|506
Big Bend
316|260|241|278|522|445|403|374|414|341|302|200|4,096
(formerly Marfa)
Del Rio|1,587|1,586|1,360|1,514|2,133|2,823|2,616|3,432|2,857|1,830|1,279|1,238|24,255

El Centro|1,193|1,077|987|1,126|1,365|1,502|1,441|1,353|1,203|1,250|1,095|919|14,511

El Paso|885|845|738|813|1,060|1,278|1,244|1,371|1,221|939|948|997|12,339

Laredo|3,638|3,026|2,567|2,756|3,838|5,087|5,117|4,737|3,946|3,546|2,960|2,831|44,049
Rio Grande Valley
15,192|14,170|13,540|12,255|16,808|25,398|28,624|37,510|38,446|24,938|17,273|12,239|256,393
(formerly McAllen)
San Diego|2,218|2,153|2,091|2,548|2,469|3,378|3,035|2,863|2,438|2,497|2,132|2,089|29,911

Tucson|9,785|8,334|7,629|6,825|7,566|8,925|8,473|8,407|6,867|5,019|5,105|4,980|87,915

Yuma|498|445|375|553|642|760|549|636|470|348|294|332|5,902

Coastal Border|322|314|230|362|307|295|303|373|432|293|362|349|3,942

Northern Border|281|222|221|203|223|277|256|301|319|349|349|337|3,338

Southwest Border|35,312|31,896|29,528|28,668|36,403|49,596|51,502|60,683|57,862|40,708|31,388|25,825|479,371

Monthly Total|35,915|32,432|29,979|29,233|36,933|50,168|52,061|61,357|58,613|41,350|32,099|26,511|486,651
*Livermore Sector was closed after FY 2004

