United States Border Patrol
Total Illegal Alien Apprehensions By Month - FY 2011
Yearly
SECTOR|October|November|December|January|February|March|April|May|June|July|August|September
Total
Livermore*|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A

Miami|401|441|349|447|364|466|324|325|309|330|340|305|4,401

New Orleans|231|144|121|156|132|105|109|124|111|63|114|99|1,509

Ramey|55|25|59|47|44|54|46|82|42|90|38|60|642

Blaine|68|42|37|54|31|69|35|53|46|48|64|44|591

Buffalo|231|190|139|161|148|203|174|158|176|157|188|189|2,114

Detroit|177|143|110|133|121|175|118|103|110|96|126|119|1,531

Grand Forks|47|34|32|24|37|56|20|24|49|52|44|49|468

Havre|46|23|16|24|21|17|32|25|4|9|31|22|270

Houlton|4|4|0|1|1|9|1|1|10|5|2|3|41

Spokane|32|28|20|5|26|28|20|23|24|21|41|25|293

Swanton|78|74|37|67|67|50|53|53|50|121|110|55|815
Big Bend
375|290|282|332|300|457|512|350|296|235|311|296|4,036
(formerly Marfa)
Del Rio|1,043|837|704|899|1,399|2,132|1,977|1,499|1,525|1,386|1,356|1,387|16,144

El Centro|2,201|1,851|1,734|2,135|2,569|3,772|3,563|3,278|2,904|2,225|2,074|1,885|30,191

El Paso|732|660|622|779|911|1,354|1,380|904|816|794|711|682|10,345

Laredo|2,286|2,174|1,797|2,285|2,943|4,686|3,891|3,168|3,205|2,913|3,262|3,443|36,053
Rio Grande Valley
3,628|3,625|3,349|3,485|4,233|6,806|6,502|5,953|5,409|5,276|5,973|5,004|59,243
(formerly McAllen)
San Diego|4,344|3,480|3,233|3,379|3,977|4,811|4,031|3,474|3,109|3,016|2,863|2,730|42,447

Tucson|11,165|9,097|7,354|10,131|11,790|17,056|13,816|12,088|9,585|6,923|7,270|7,010|123,285

Yuma|391|391|354|501|664|940|579|522|317|402|346|426|5,833

Coastal Border|687|610|529|650|540|625|479|531|462|483|492|464|6,552

Northern Border|683|538|391|469|452|607|453|440|469|509|606|506|6,123

Southwest Border|26,165|22,405|19,429|23,926|28,786|42,014|36,251|31,236|27,166|23,170|24,166|22,863|327,577

Monthly Total|27,535|23,553|20,349|25,045|29,778|43,246|37,183|32,207|28,097|24,162|25,264|23,833|340,252
*Livermore Sector was closed after FY 2004

