United States Border Patrol
Total Illegal Alien Apprehensions By Month - FY 2016

Yearly
SECTOR|October|November|December|January|February|March|April|May|June|July|August|September
Total
Livermore*|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A

Miami|271|206|337|207|181|310|331|266|232|286|274|304|3,205

New Orleans|74|59|48|40|53|50|76|57|56|96|72|83|764

Ramey|21|57|64|28|68|63|61|78|72|66|43|73|694

Blaine|27|28|13|13|21|33|19|20|17|28|30|22|271

Buffalo|15|4|7|22|14|17|29|21|15|37|27|18|226

Detroit|55|38|58|35|54|61|51|78|67|64|89|66|716

Grand Forks|40|40|25|48|26|49|35|34|34|66|62|46|505

Havre|4|5|1|4|1|2|9|4|2|2|7|2|43

Houlton|6|0|1|1|2|2|2|7|1|2|1|0|25

Spokane|4|16|9|4|6|11|18|56|20|19|20|23|206

Swanton|25|13|25|10|14|26|18|14|34|35|30|47|291
Big Bend
735|637|690|388|458|616|739|491|292|344|326|650|6,366
(formerly Marfa)
Del Rio|1,873|1,798|2,185|1,531|1,780|2,022|2,224|2,588|1,918|1,833|1,445|1,881|23,078

El Centro|1,214|1,239|1,253|1,061|1,342|1,775|2,097|2,000|1,719|1,669|2,047|2,032|19,448

El Paso|1,639|1,679|2,187|1,148|1,399|2,158|2,408|2,481|2,369|2,503|2,708|2,955|25,634

Laredo|3,146|3,249|2,995|2,454|2,895|3,196|3,654|3,403|2,906|2,647|2,888|3,129|36,562
Rio Grande Valley
15,036|15,297|17,736|9,398|9,660|13,325|16,688|18,291|15,972|16,519|19,155|19,753|186,830
(formerly McAllen)
San Diego|2,081|2,022|2,196|2,525|2,504|3,108|3,329|3,118|2,522|2,555|2,748|3,183|31,891

Tucson|5,899|5,791|6,263|4,572|5,245|6,142|5,784|6,574|5,427|4,364|4,303|4,527|64,891

Yuma|1,101|1,126|1,509|681|789|974|1,166|1,391|1,325|1,289|1,428|1,391|14,170

Coastal Border|366|322|449|275|302|423|468|401|360|448|389|460|4,663

Northern Border|176|144|139|137|138|201|181|234|190|253|266|224|2,283

Southwest Border|32,724|32,838|37,014|23,758|26,072|33,316|38,089|40,337|34,450|33,723|37,048|39,501|408,870

Monthly Total|33,266|33,304|37,602|24,170|26,512|33,940|38,738|40,972|35,000|34,424|37,703|40,185|415,816
*Livermore Sector was closed after FY 2004

